PHL.11.4_1,PHL,Philippines,PHL.11_1,Batanes,NA,Mahatao,NA,NA,Bayan|Munisipyo,Municipality,20904,PH.BN.MH
PHL.11.5_1,PHL,Philippines,PHL.11_1,Batanes,NA,Sabtang,NA,NA,Bayan|Munisipyo,Municipality,20905,PH.BN.SB
PHL.11.6_1,PHL,Philippines,PHL.11_1,Batanes,NA,Uyugan,NA,NA,Bayan|Munisipyo,Municipality,20906,PH.BN.UU
PHL.12.1_1,PHL,Philippines,PHL.12_1,Batangas,NA,Agoncillo,NA,NA,Bayan|Munisipyo,Municipality,41001,PH.BT.AO
PHL.12.2_1,PHL,Philippines,PHL.12_1,Batangas,NA,Alitagtag,NA,NA,Bayan|Munisipyo,Municipality,41002,PH.BT.AI
PHL.12.3_1,PHL,Philippines,PHL.12_1,Batangas,NA,Balayan,NA,NA,Bayan|Munisipyo,Municipality,41003,PH.BT.BA
PHL.12.4_1,PHL,Philippines,PHL.12_1,Batangas,NA,Balete,NA,NA,Bayan|Munisipyo,Municipality,41004,PH.BT.BL
PHL.12.5_1,PHL,Philippines,PHL.12_1,Batangas,NA,Batangas City,NA,NA,Lungsod|Siyudad,City,41005,PH.BT.BT
PHL.12.6_1,PHL,Philippines,PHL.12_1,Batangas,NA,Bauan,NA,NA,Bayan|Munisipyo,Municipality,41006,PH.BT.BU
PHL.12.7_1,PHL,Philippines,PHL.12_1,Batangas,NA,Calaca,NA,NA,Bayan|Munisipyo,Municipality,41007,PH.BT.CA
PHL.12.8_1,PHL,Philippines,PHL.12_1,Batangas,NA,Calatagan,NA,NA,Bayan|Munisipyo,Municipality,41008,PH.BT.CL
PHL.12.9_1,PHL,Philippines,PHL.12_1,Batangas,NA,Cuenca,NA,NA,Bayan|Munisipyo,Municipality,41009,PH.BT.CE
PHL.12.10_1,PHL,Philippines,PHL.12_1,Batangas,NA,Ibaan,NA,NA,Bayan|Munisipyo,Municipality,41010,PH.BT.IA
PHL.12.11_1,PHL,Philippines,PHL.12_1,Batangas,NA,Laurel,NA,NA,Bayan|Munisipyo,Municipality,41011,PH.BT.LU
PHL.12.12_1,PHL,Philippines,PHL.12_1,Batangas,NA,Lemery,NA,NA,Bayan|Munisipyo,Municipality,41012,PH.BT.LM
PHL.12.13_1,PHL,Philippines,PHL.12_1,Batangas,NA,Lian,NA,NA,Bayan|Munisipyo,Municipality,41013,PH.BT.LA
PHL.12.14_1,PHL,Philippines,PHL.12_1,Batangas,NA,Lipa City,NA,NA,Lungsod|Siyudad,City,41014,PH.BT.LP
PHL.12.15_1,PHL,Philippines,PHL.12_1,Batangas,NA,Lobo,NA,NA,Bayan|Munisipyo,Municipality,41015,PH.BT.LB
PHL.12.16_1,PHL,Philippines,PHL.12_1,Batangas,NA,Mabini,NA,NA,Bayan|Munisipyo,Municipality,41016,PH.BT.MB
PHL.12.17_1,PHL,Philippines,PHL.12_1,Batangas,NA,Malvar,NA,NA,Bayan|Munisipyo,Municipality,41017,PH.BT.ML
PHL.12.18_1,PHL,Philippines,PHL.12_1,Batangas,NA,Mataas Na Kahoy,NA,NA,Bayan|Munisipyo,Municipality,41018,PH.BT.MT
PHL.12.19_1,PHL,Philippines,PHL.12_1,Batangas,NA,Nasugbu,NA,NA,Bayan|Munisipyo,Municipality,41019,PH.BT.NS
PHL.12.20_1,PHL,Philippines,PHL.12_1,Batangas,NA,Padre Garcia,NA,NA,Bayan|Munisipyo,Municipality,41020,PH.BT.PD
PHL.12.21_1,PHL,Philippines,PHL.12_1,Batangas,NA,Rosario,NA,NA,Bayan|Munisipyo,Municipality,41021,PH.BT.RS
PHL.12.22_1,PHL,Philippines,PHL.12_1,Batangas,NA,San Jose,NA,NA,Bayan|Munisipyo,Municipality,41022,PH.BT.SJ
PHL.12.23_1,PHL,Philippines,PHL.12_1,Batangas,NA,San Juan,NA,NA,Bayan|Munisipyo,Municipality,41023,PH.BT.SJ
PHL.12.24_1,PHL,Philippines,PHL.12_1,Batangas,NA,San Luis,NA,NA,Bayan|Munisipyo,Municipality,41024,PH.BT.SL
PHL.12.25_1,PHL,Philippines,PHL.12_1,Batangas,NA,San Nicolas,NA,NA,Bayan|Munisipyo,Municipality,41025,PH.BT.SN
PHL.12.26_1,PHL,Philippines,PHL.12_1,Batangas,NA,San Pascual,NA,NA,Bayan|Munisipyo,Municipality,41026,PH.BT.SP
PHL.12.27_1,PHL,Philippines,PHL.12_1,Batangas,NA,Santa Teresita,NA,NA,Bayan|Munisipyo,Municipality,41027,PH.BT.ST
PHL.12.28_1,PHL,Philippines,PHL.12_1,Batangas,NA,Santo Tomas,NA,NA,Bayan|Munisipyo,Municipality,41028,PH.BT.SM
PHL.12.30_1,PHL,Philippines,PHL.12_1,Batangas,NA,Taal,NA,NA,Bayan|Munisipyo,Municipality,41029,PH.BT.TA
PHL.12.29_1,PHL,Philippines,PHL.12_1,Batangas,NA,Taal lake,NA,NA,Waterbody,Waterbody,0,NA
PHL.12.31_1,PHL,Philippines,PHL.12_1,Batangas,NA,Talisay,NA,NA,Bayan|Munisipyo,Municipality,41030,PH.BT.TL
PHL.12.32_1,PHL,Philippines,PHL.12_1,Batangas,NA,Tanauan City,NA,NA,Lungsod|Siyudad,City,41031,PH.BT.TN
